,Date,Team,name,Notes,year_start,year_end,position,height,weight,birth_date,college,Strains/Sprains,Dislocations,Arm Fractures,Leg Fractures,Injury Type,Estimated Medical Costs (2012)
718,01/07/12,Pacers,Jeff Ayres,sprained right knee (DTD),2010,2016,F,9-Jun,240,29-Apr-87,Arizona State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
719,01/07/12,Pistons,Austin Daye,sore right ankle (DNP),2010,2015,F,11-Jun,220,5-Jun-88,Gonzaga University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
720,01/07/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
721,01/07/12,Pistons,Rodney Stuckey,sore groin (DNP),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
722,01/07/12,Raptors,Jerryd Bayless,sprained left ankle (DNP),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
723,01/07/12,Rockets,Kyle Lowry,bruised right foot (DTD),2007,2018,G,Jun-00,205,25-Mar-86,Villanova University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
724,01/07/12,Timberwolves,Michael Beasley,sprained right foot (out indefinitely),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
725,01/08/12,Bucks,Luc Mbah a Moute,right knee tendinitis (DNP),2009,2018,F,8-Jun,230,9-Sep-86,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
726,01/08/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
727,01/08/12,Timberwolves,J.J. Barea,strained left hamstring (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
728,01/08/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
729,01/08/12,Timberwolves,Michael Beasley,sprained right foot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
730,01/09/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
731,01/09/12,Bulls,C.J. Watson,sprained left elbow (DNP),2008,2017,G,2-Jun,175,17-Apr-84,University of Tennessee,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
732,01/09/12,Hornets,Eric Gordon,bruised right knee (DNP),2009,2018,G,4-Jun,215,25-Dec-88,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
733,01/09/12,Pacers,Danny Granger,food poisoning (DNP),2006,2015,F,9-Jun,222,20-Apr-83,University of New Mexico,FALSE,FALSE,FALSE,FALSE,No Index,No Index
734,01/09/12,Pacers,George Hill,sore back (DNP),2009,2018,G,3-Jun,188,4-May-86,Indiana University-Purdue University Indianapolis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
735,01/09/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
736,01/09/12,Raptors,Jerryd Bayless,sprained left ankle (DNP),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
737,01/09/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
738,01/10/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
739,01/10/12,Bobcats,Tyrus Thomas,sprained left ankle (DNP),2007,2015,F,9-Jun,215,17-Aug-86,Louisiana State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
740,01/10/12,Bulls,C.J. Watson,sprained left elbow (DNP),2008,2017,G,2-Jun,175,17-Apr-84,University of Tennessee,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
741,01/10/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
742,01/10/12,Lakers,Troy Murphy,gastroenteritis (DNP),2002,2013,F-C,11-Jun,245,2-May-80,University of Notre Dame,FALSE,FALSE,FALSE,FALSE,No Index,No Index
743,01/10/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
744,01/10/12,Pistons,Rodney Stuckey,sore groin (DNP),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
745,01/10/12,Raptors,Jerryd Bayless,sprained left ankle (DNP),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
746,01/10/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
747,01/10/12,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
748,01/11/12,76ers,Spencer Hawes,strained lower back (DNP),2008,2017,C-F,1-Jul,245,28-Apr-88,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
749,01/11/12,Bulls,Derrick Rose,sprained left big toe (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
750,01/11/12,Bulls,Richard Hamilton,sore left groin (DNP),2000,2013,G-F,6-Jun,185,14-Feb-78,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
751,01/11/12,Celtics,Marquis Daniels,illness (DNP),2004,2013,G-F,6-Jun,200,7-Jan-81,Auburn University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
752,01/11/12,Hornets,Eric Gordon,bruised right knee (DNP),2009,2018,G,4-Jun,215,25-Dec-88,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
753,01/11/12,Jazz,Jeremy Evans,flu (DNP),2011,2016,F,9-Jun,200,24-Oct-87,Western Kentucky University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
754,01/11/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
755,01/11/12,Lakers,Troy Murphy,gastroenteritis (DNP),2002,2013,F-C,11-Jun,245,2-May-80,University of Notre Dame,FALSE,FALSE,FALSE,FALSE,No Index,No Index
756,01/11/12,Nuggets,Ty Lawson,strained right foot (DNP),2010,2017,G,11-May,195,3-Nov-87,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
757,01/11/12,Raptors,Jerryd Bayless,sprained left ankle (DNP),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
758,01/12/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
759,01/12/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
760,01/12/12,Bucks,Luc Mbah a Moute,right knee tendinitis (DNP),2009,2018,F,8-Jun,230,9-Sep-86,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
761,01/12/12,Hawks,Marvin Williams,sprained left ankle (DNP),2006,2018,F,9-Jun,237,19-Jun-86,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
762,01/13/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
763,01/13/12,Bucks,Andrew Bogut,concussion (DNP),2006,2018,C,Jul-00,260,28-Nov-84,University of Utah,FALSE,FALSE,FALSE,FALSE,No Index,No Index
764,01/13/12,Bucks,Luc Mbah a Moute,right knee tendinitis (DNP),2009,2018,F,8-Jun,230,9-Sep-86,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
765,01/13/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
766,01/13/12,Lakers,Metta World Peace,rest (DNP),2000,2017,F,6-Jun,260,13-Nov-79,St. John's University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
767,01/13/12,Nets,Dennis Horner,sprained left ankle (DNP),2012,2012,F,9-Jun,230,5-Feb-88,North Carolina State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
768,01/13/12,Pacers,Jeff Foster,sore lower back (DNP),2000,2012,F-C,11-Jun,236,16-Jan-77,Texas State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
769,01/13/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
770,01/13/12,Raptors,Jerryd Bayless,sprained left ankle (DNP),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
771,01/13/12,Suns,Grant Hill,strained right quadriceps (DNP),1995,2013,F-G,8-Jun,225,5-Oct-72,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
772,01/13/12,Suns,Steve Nash,bruised right quadricep (DNP),1997,2014,G,3-Jun,195,7-Feb-74,Santa Clara University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
773,01/13/12,Timberwolves,J.J. Barea,sprained left ankle (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
774,01/13/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
775,01/13/12,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
776,01/14/12,Blazers,Marcus Camby,sprained left ankle (DNP),1997,2013,C-F,11-Jun,220,22-Mar-74,University of Massachusetts Amherst,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
777,01/14/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
778,01/14/12,Celtics,Chris Wilcox,sore left calf (DNP),2003,2013,F,10-Jun,221,3-Sep-82,University of Maryland,FALSE,FALSE,FALSE,FALSE,No Index,No Index
779,01/14/12,Clippers,Mo Williams,sore right foot (DNP),2004,2016,G,1-Jun,198,19-Dec-82,University of Alabama,FALSE,FALSE,FALSE,FALSE,No Index,No Index
780,01/14/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
781,01/14/12,Nets,Shawne Williams,shin splits (DNP),2007,2015,F,9-Jun,225,16-Feb-86,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
782,01/14/12,Raptors,Jerryd Bayless,sprained left ankle (DNP),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
783,01/14/12,Timberwolves,J.J. Barea,sprained left ankle (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
784,01/14/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
785,01/14/12,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
786,01/15/12,Jazz,Josh Howard,strained left quadricep (DNP),2004,2013,F-G,7-Jun,210,28-Apr-80,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
787,01/15/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
788,01/15/12,Pistons,Will Bynum,strained right foot (DNP),2006,2015,G,Jun-00,185,4-Jan-83,Georgia Institute of Technology,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
789,01/16/12,76ers,Evan Turner,bruised right quadricep (DNP),2011,2018,G,7-Jun,220,27-Oct-88,Ohio State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
790,01/16/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
791,01/16/12,Bulls,Derrick Rose,sprained left big toe / turf toe (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
792,01/16/12,Clippers,Chris Paul,strained left hamstring (DNP),2006,2018,G,Jun-00,175,6-May-85,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
793,01/16/12,Clippers,Mo Williams,sore right foot (DNP),2004,2016,G,1-Jun,198,19-Dec-82,University of Alabama,FALSE,FALSE,FALSE,FALSE,No Index,No Index
794,01/16/12,Hornets,Eric Gordon,bruised right knee (DNP),2009,2018,G,4-Jun,215,25-Dec-88,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
795,01/16/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
796,01/16/12,Nets,Shawne Williams,shin splits (DNP),2007,2015,F,9-Jun,225,16-Feb-86,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
797,01/16/12,Raptors,James Johnson,sprained right ankle (DNP),2010,2018,F,9-Jun,250,20-Feb-87,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
798,01/16/12,Raptors,Jerryd Bayless,sprained left ankle (DNP),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
799,01/16/12,Timberwolves,J.J. Barea,sprained left ankle (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
800,01/16/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
801,01/16/12,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
802,01/17/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
803,01/17/12,Clippers,Chris Paul,strained left hamstring (DNP),2006,2018,G,Jun-00,175,6-May-85,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
804,01/17/12,Clippers,Mo Williams,sore right foot (DNP),2004,2016,G,1-Jun,198,19-Dec-82,University of Alabama,FALSE,FALSE,FALSE,FALSE,No Index,No Index
805,01/17/12,Hawks,Al Horford,surgery to repair torn left pectoral muscle (out for season),2008,2018,C-F,10-Jun,245,3-Jun-86,University of Florida,FALSE,FALSE,FALSE,FALSE,No Index,No Index
806,01/17/12,Heat,Dwyane Wade,sprained right ankle (DNP),2004,2018,G,4-Jun,220,17-Jan-82,Marquette University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
807,01/17/12,Jazz,Derrick Favors,sprained left ankle (DNP),2011,2018,F-C,10-Jun,265,15-Jul-91,Georgia Institute of Technology,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
808,01/17/12,Jazz,Josh Howard,strained left quadricep (DNP),2004,2013,F-G,7-Jun,210,28-Apr-80,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
809,01/17/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
810,01/17/12,Pistons,Will Bynum,strained right foot (DNP),2006,2015,G,Jun-00,185,4-Jan-83,Georgia Institute of Technology,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
811,01/18/12,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2008,2017,C-F,1-Jul,245,28-Apr-88,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
812,01/18/12,Clippers,Chris Paul,strained left hamstring (DNP),2006,2018,G,Jun-00,175,6-May-85,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
813,01/18/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
814,01/18/12,Mavericks,Vince Carter,sprained left foot (DNP),1999,2018,G-F,6-Jun,220,26-Jan-77,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
815,01/18/12,Nets,Shawne Williams,shin splits (DNP),2007,2015,F,9-Jun,225,16-Feb-86,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
816,01/18/12,Pacers,Jeff Foster,sore lower back (DNP),2000,2012,F-C,11-Jun,236,16-Jan-77,Texas State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
817,01/18/12,Pacers,Jeff Ayres,concussion (DNP),2010,2016,F,9-Jun,240,29-Apr-87,Arizona State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
818,01/18/12,Pistons,Charlie Villanueva,sore right ankle (DNP),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
819,01/18/12,Pistons,Will Bynum,strained right foot (DNP),2006,2015,G,Jun-00,185,4-Jan-83,Georgia Institute of Technology,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
820,01/18/12,Thunder,Eric Maynor,surgery on right knee to repair torn ACL (out for season),2010,2014,G,3-Jun,175,11-Jun-87,Virginia Commonwealth University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
821,01/18/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
822,01/18/12,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
823,01/19/12,Jazz,Jamaal Tinsley,dermatitis (DTD),2002,2014,G,3-Jun,195,28-Feb-78,Iowa State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
824,01/19/12,Jazz,Josh Howard,strained left quadricep (DNP),2004,2013,F-G,7-Jun,210,28-Apr-80,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
825,01/19/12,Mavericks,Vince Carter,sprained left foot (DNP),1999,2018,G-F,6-Jun,220,26-Jan-77,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
826,01/20/12,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2008,2017,C-F,1-Jul,245,28-Apr-88,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
827,01/20/12,Celtics,Rajon Rondo,sprained right wrist (DNP),2007,2018,G,1-Jun,186,22-Feb-86,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
828,01/20/12,Clippers,Chris Paul,strained left hamstring (DNP),2006,2018,G,Jun-00,175,6-May-85,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
829,01/20/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
830,01/20/12,Pacers,Jeff Foster,sore lower back (DNP),2000,2012,F-C,11-Jun,236,16-Jan-77,Texas State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
831,01/20/12,Pistons,Rodney Stuckey,sore groin (DNP),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
832,01/20/12,Pistons,Will Bynum,strained right foot (DNP),2006,2015,G,Jun-00,185,4-Jan-83,Georgia Institute of Technology,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
833,01/20/12,Timberwolves,J.J. Barea,sprained left ankle (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
834,01/20/12,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
835,01/21/12,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2008,2017,C-F,1-Jul,245,28-Apr-88,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
836,01/21/12,Blazers,Gerald Wallace,finger injury (DTD),2002,2015,F,7-Jun,215,23-Jul-82,University of Alabama,FALSE,FALSE,FALSE,FALSE,No Index,No Index
837,01/21/12,Bobcats,Corey Maggette,strained left hamstring (DNP),2000,2013,F,6-Jun,218,12-Nov-79,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
838,01/21/12,Bulls,Joakim Noah,sprained left ankle (DNP),2008,2018,C,11-Jun,230,25-Feb-85,University of Florida,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
839,01/21/12,Bulls,John Lucas III,strained left groin (DNP),2006,2017,G,11-May,166,21-Nov-82,Oklahoma State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
840,01/21/12,Bulls,Taj Gibson,sprained left ankle (DNP),2010,2018,F,9-Jun,225,24-Jun-85,University of Southern California,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
841,01/21/12,Jazz,Josh Howard,strained left quadricep (DNP),2004,2013,F-G,7-Jun,210,28-Apr-80,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
842,01/21/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
843,01/21/12,Kings,John Salmons,illness (DNP),2003,2015,G,7-Jun,210,12-Dec-79,University of Miami,FALSE,FALSE,FALSE,FALSE,No Index,No Index
844,01/21/12,Mavericks,Vince Carter,sprained left foot (DNP),1999,2018,G-F,6-Jun,220,26-Jan-77,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
845,01/21/12,Nets,Shawne Williams,shin splits (DNP),2007,2015,F,9-Jun,225,16-Feb-86,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
846,01/21/12,Pistons,Ben Gordon,sore left shoulder (DNP),2005,2015,G,3-Jun,200,4-Apr-83,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
847,01/21/12,Pistons,Will Bynum,strained right foot (DNP),2006,2015,G,Jun-00,185,4-Jan-83,Georgia Institute of Technology,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
848,01/21/12,Spurs,Tim Duncan,rest (DNP),1998,2016,F-C,11-Jun,250,25-Apr-76,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
849,01/21/12,Timberwolves,J.J. Barea,sprained left ankle (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
850,01/21/12,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2012,2015,G,5-Jun,200,22-May-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
851,01/21/12,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
852,01/22/12,Bobcats,D.J. White,bruised left knee (DNP),2009,2014,F,9-Jun,251,31-Aug-86,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
853,01/22/12,Celtics,Rajon Rondo,sprained right wrist (DNP),2007,2018,G,1-Jun,186,22-Feb-86,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
854,01/22/12,Pacers,Jeff Foster,sore lower back (DNP),2000,2012,F-C,11-Jun,236,16-Jan-77,Texas State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
855,01/23/12,76ers,Nikola Vucevic,strained left quadricep / left knee injury (DNP),2012,2018,C,Jul-00,260,24-Oct-90,University of Southern California,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
856,01/23/12,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2008,2017,C-F,1-Jul,245,28-Apr-88,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
857,01/23/12,Bulls,Luol Deng,torn ligament in left wrist (DNP),2005,2018,F,9-Jun,220,16-Apr-85,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
858,01/23/12,Celtics,Rajon Rondo,sprained right wrist (DNP),2007,2018,G,1-Jun,186,22-Feb-86,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
859,01/23/12,Celtics,Ray Allen,sprained left ankle (DNP),1997,2014,G,5-Jun,205,20-Jul-75,University of Connecticut,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
860,01/23/12,Kings,Chuck Hayes,dislocated left shoulder (DNP),2006,2016,F-C,6-Jun,240,11-Jun-83,University of Kentucky,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
861,01/23/12,Nets,MarShon Brooks,sore left Achilles tendon (DNP),2012,2014,G-F,5-Jun,200,26-Jan-89,Providence College,FALSE,FALSE,FALSE,FALSE,No Index,No Index
